mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
3,2,5,7.5,1,3,3,3,4,106,8,4,37.85,mild,72.73,high,49.2,neutral
1,4,4,8.1,5,1,1,4,3,25,0,3,59.86,moderate,43.51,mild,47.9,neutral
3,5,3,5.4,4,4,3,5,4,26,2,4,63.82,moderate,63.14,moderate,50.75,neutral
3,1,5,4.2,5,5,3,1,4,76,9,3,21.61,low,29.46,low,82.22,good
1,4,4,7.0,1,4,2,1,4,115,8,5,49.01,moderate,58.74,moderate,46.99,neutral
5,1,4,3.7,5,5,3,4,3,75,2,3,23.13,low,38.75,mild,68.44,good
2,3,1,6.2,3,3,4,1,3,53,7,2,35.55,mild,23.89,low,53.22,neutral
2,5,4,5.9,4,1,1,3,1,3,0,5,53.11,moderate,40.32,mild,22.3,low
3,4,2,7.7,5,2,3,3,5,18,10,2,44.75,mild,64.85,moderate,41.38,neutral
5,2,1,10.4,2,5,5,2,3,27,0,5,29.31,mild,53.25,moderate,46.68,neutral
4,2,2,3.3,4,1,2,3,2,24,10,5,56.26,moderate,61.53,moderate,35.7,low
4,4,1,10.9,4,3,4,1,1,84,2,3,38.75,mild,29.32,low,50.43,neutral
2,5,1,6.4,3,1,2,2,4,82,3,3,55.69,moderate,56.83,moderate,28.14,low
5,2,4,7.4,3,2,2,1,4,45,12,2,28.76,mild,38.3,mild,55.05,neutral
5,1,3,4.3,2,1,5,5,5,119,10,5,39.21,mild,85.86,high,27.43,low
3,3,2,8.6,1,1,2,5,5,47,4,2,77.57,elevated,72.18,high,17.29,low
3,4,1,6.9,5,1,5,2,5,53,2,4,56.8,moderate,68.77,moderate,34.25,low
1,3,4,6.7,4,3,4,1,4,63,1,5,35.41,mild,42.45,mild,68.09,good
4,5,4,3.3,3,4,5,2,5,69,5,1,55.83,moderate,40.62,mild,66.52,good
5,5,3,6.9,4,2,5,5,1,23,7,1,40.71,mild,47.18,mild,58.82,neutral
3,4,1,8.3,3,5,5,5,2,36,6,5,48.57,moderate,50.27,moderate,38.82,low
3,1,1,6.4,2,2,3,4,3,83,11,5,62.29,moderate,74.17,high,24.76,low
3,5,1,8.9,5,4,5,5,4,102,10,2,47.06,moderate,51.64,moderate,46.24,neutral
1,4,1,8.8,5,3,1,1,2,51,3,2,63.82,moderate,11.67,low,29.88,low
4,2,5,5.6,2,4,3,3,2,13,11,4,30.9,mild,48.89,mild,64.99,neutral
4,3,2,9.7,5,5,2,4,5,103,6,3,48.69,moderate,62.17,moderate,54.75,neutral
5,5,4,6.9,3,5,1,1,4,70,0,2,37.98,mild,33.05,mild,58.16,neutral
5,5,5,6.9,4,3,5,3,4,52,11,2,32.09,mild,60.39,moderate,64.8,neutral
3,3,5,7.0,1,5,5,2,1,70,9,3,24.87,low,35.9,mild,78.66,good
5,1,2,6.9,3,4,4,1,3,99,4,2,8.58,low,35.65,mild,63.19,neutral
3,4,3,2.5,1,2,4,2,3,0,11,3,63.92,moderate,49.51,mild,44.41,neutral
4,4,3,6.5,5,5,4,5,4,43,11,4,44.89,mild,44.02,mild,66.35,good
4,1,1,4.3,2,1,2,3,5,113,12,2,42.88,mild,85.98,high,13.25,low
5,5,4,9.7,2,3,4,1,2,36,11,3,47.67,moderate,15.22,low,60.67,neutral
4,2,3,9.7,4,1,5,4,5,117,3,5,60.7,moderate,77.59,high,42.97,neutral
1,5,2,8.3,5,4,2,3,4,34,7,3,55.46,moderate,45.74,mild,52.4,neutral
1,3,3,6.4,2,5,2,2,3,56,2,1,42.32,mild,31.05,mild,57.65,neutral
3,2,4,5.0,4,5,1,2,5,8,8,4,54.36,moderate,53.13,moderate,47.81,neutral
3,1,1,5.6,4,1,5,3,1,87,6,3,40.15,mild,39.16,mild,56.04,neutral
4,1,4,10.3,3,2,3,5,4,28,11,4,43.58,mild,70.19,high,33.83,low
3,4,5,5.6,5,2,3,4,2,102,11,1,47.99,moderate,44.81,mild,68.63,good
3,2,4,2.6,1,1,2,3,4,15,4,4,63.34,moderate,83.74,high,20.67,low
5,5,4,8.7,5,3,1,2,1,14,4,4,53.49,moderate,19.51,low,49.7,neutral
2,2,1,9.5,3,1,5,1,4,56,0,1,48.71,moderate,40.12,mild,33.57,low
3,5,4,9.8,1,4,5,1,1,10,6,3,48.92,moderate,27.27,low,66.25,good
3,5,4,8.7,5,3,2,1,2,39,5,3,53.65,moderate,40.13,mild,69.71,good
3,1,3,9.0,4,3,4,5,5,83,12,3,22.25,low,64.85,moderate,50.37,neutral
5,4,3,6.9,5,5,3,3,4,61,10,4,47.66,moderate,57.34,moderate,57.08,neutral
5,5,4,3.1,1,4,4,1,3,67,5,4,47.69,moderate,34.53,mild,58.36,neutral
3,2,1,6.9,4,2,1,5,2,10,7,5,57.03,moderate,46.32,mild,6.8,low
3,1,2,7.9,4,3,4,1,1,82,8,4,39.45,mild,13.33,low,65.07,good
3,5,4,6.6,5,5,1,4,1,11,11,2,41.25,mild,29.14,low,47.27,neutral
1,3,5,6.5,2,5,2,1,4,69,12,5,44.08,mild,48.28,mild,53.34,neutral
3,1,2,5.1,5,4,2,3,2,95,5,3,35.6,mild,43.06,mild,51.87,neutral
2,5,3,5.0,4,1,2,3,1,87,4,5,51.14,moderate,38.45,mild,47.06,neutral
1,4,5,10.1,2,3,5,5,3,42,9,3,73.37,elevated,65.14,moderate,67.91,good
1,1,1,10.2,2,5,1,4,2,18,3,2,52.76,moderate,40.84,mild,31.6,low
3,2,2,6.8,5,1,5,3,5,100,1,4,59.37,moderate,81.98,high,60.66,neutral
1,1,1,7.3,4,3,1,3,2,26,3,4,45.63,moderate,26.77,low,47.87,neutral
4,5,2,5.0,1,3,5,4,2,59,4,1,54.78,moderate,46.37,mild,50.06,neutral
3,1,4,8.0,1,2,2,3,1,28,8,1,41.37,mild,28.09,low,45.7,neutral
2,4,2,10.0,5,2,5,4,1,3,9,4,43.14,mild,42.6,mild,59.72,neutral
4,3,5,4.0,1,5,3,3,3,50,2,1,40.86,mild,38.95,mild,59.61,neutral
3,3,5,7.6,2,3,3,5,2,66,0,3,49.88,moderate,69.58,moderate,60.51,neutral
4,5,5,7.8,4,5,1,1,4,91,2,3,41.36,mild,34.26,mild,74.17,good
4,5,4,7.7,5,3,3,4,5,87,11,3,45.83,moderate,63.57,moderate,37.58,low
1,1,4,9.8,2,5,3,5,3,100,3,3,54.43,moderate,63.26,moderate,54.89,neutral
2,1,3,10.5,4,4,5,4,2,98,6,5,49.33,moderate,46.65,mild,78.91,good
3,1,5,6.4,4,5,2,5,5,48,7,3,48.43,moderate,66.05,moderate,63.15,neutral
5,4,1,8.0,4,2,1,3,5,41,3,5,55.11,moderate,67.65,moderate,22.56,low
1,3,4,7.0,4,2,2,3,5,72,10,3,49.98,moderate,66.56,moderate,33.19,low
1,1,1,5.7,2,1,2,1,5,58,0,3,56.13,moderate,56.8,moderate,24.62,low
5,2,2,7.3,4,2,5,2,5,35,6,4,42.39,mild,49.43,mild,58.57,neutral
5,3,2,8.0,1,1,1,1,4,3,5,2,42.89,mild,62.78,moderate,21.1,low
1,4,4,7.2,4,1,5,4,5,57,10,5,49.79,moderate,75.02,high,49.26,neutral
3,2,4,5.2,4,2,1,4,2,56,2,5,42.55,mild,33.53,mild,47.29,neutral
4,5,1,6.0,4,5,5,1,5,113,12,1,38.83,mild,34.39,mild,52.7,neutral
1,5,4,6.0,1,2,3,5,1,98,10,1,67.91,moderate,63.44,moderate,39.14,low
2,4,2,5.3,5,5,1,2,5,32,9,2,62.42,moderate,42.47,mild,52.67,neutral
2,3,1,7.4,3,5,4,4,2,13,6,1,39.52,mild,27.9,low,62.52,neutral
4,5,3,7.6,1,5,4,5,2,95,8,1,44.17,mild,32.72,mild,50.56,neutral
2,4,3,8.6,3,3,5,5,4,58,2,5,38.53,mild,66.85,moderate,43.18,neutral
3,3,2,5.3,3,5,1,1,1,5,0,1,38.53,mild,1.44,low,44.23,neutral
2,3,2,5.8,3,3,4,1,5,91,9,2,60.48,moderate,55.39,moderate,50.58,neutral
4,5,5,9.6,4,4,3,1,4,41,5,5,42.77,mild,45.18,mild,59.44,neutral
1,3,2,6.5,3,5,3,5,1,20,4,2,39.63,mild,31.01,mild,64.27,neutral
2,1,5,6.9,2,1,5,3,5,79,3,1,50.24,moderate,61.21,moderate,55.78,neutral
2,5,5,6.5,4,1,3,1,1,95,8,2,35.56,mild,34.02,mild,71.68,good
5,1,2,8.8,2,1,2,3,5,93,6,2,58.21,moderate,65.46,moderate,17.05,low
5,4,3,8.9,1,4,3,3,5,33,8,3,74.71,elevated,63.17,moderate,45.42,neutral
3,4,4,8.8,2,3,5,3,4,71,12,3,47.51,moderate,58.12,moderate,66.08,good
1,3,3,6.8,5,2,5,4,4,56,10,1,56.26,moderate,49.82,mild,50.08,neutral
4,1,3,5.2,3,4,4,1,5,105,4,2,19.71,low,53.93,moderate,53.56,neutral
3,3,2,10.3,2,1,1,2,5,22,3,3,53.37,moderate,79.85,high,16.75,low
5,5,1,8.3,2,1,2,4,4,99,2,3,60.05,moderate,78.62,high,12.05,low
2,2,1,6.0,5,3,1,5,1,41,7,3,54.91,moderate,57.54,moderate,42.97,neutral
5,4,2,9.4,4,5,1,2,4,74,10,5,49.49,moderate,31.64,mild,36.22,low
5,5,4,5.8,4,4,5,3,2,60,3,3,36.69,mild,36.1,mild,83.22,good
2,5,2,9.3,4,4,5,5,1,42,12,4,42.92,mild,35.02,mild,66.63,good
4,3,1,9.5,5,4,1,4,1,28,5,3,44.58,mild,46.14,mild,40.64,neutral
2,2,2,5.1,4,2,3,2,3,44,10,3,42.43,mild,45.35,mild,51.8,neutral
2,4,3,7.8,3,3,2,3,5,73,3,1,49.69,moderate,39.27,mild,29.7,low
2,3,2,8.2,2,5,1,1,1,74,1,4,38.15,mild,24.65,low,43.01,neutral
4,4,2,11.0,1,4,2,3,1,75,6,5,58.51,moderate,48.62,mild,30.31,low
2,4,1,5.5,4,3,1,3,1,79,7,5,53.68,moderate,41.38,mild,32.14,low
4,4,2,9.4,5,1,4,1,1,6,6,4,44.02,mild,16.37,low,53.24,neutral
3,2,2,6.8,4,4,5,2,3,47,5,2,18.1,low,35.19,mild,65.98,good
4,4,5,4.6,3,2,3,5,5,38,8,3,60.47,moderate,78.72,high,50.33,neutral
5,3,5,6.6,1,2,2,4,1,48,8,4,41.93,mild,44.56,mild,48.36,neutral
1,5,2,6.8,4,4,3,3,5,46,1,4,63.85,moderate,61.83,moderate,46.68,neutral
5,4,1,4.9,2,2,5,2,5,21,8,4,58.77,moderate,72.0,high,40.84,neutral
1,5,1,7.4,4,3,1,1,1,116,4,1,62.4,moderate,19.63,low,31.43,low
3,5,2,8.5,2,1,4,3,3,0,10,4,51.78,moderate,60.52,moderate,40.57,neutral
2,5,3,7.2,5,1,1,3,5,72,6,3,65.9,moderate,65.97,moderate,22.4,low
4,4,3,5.8,5,3,2,1,4,55,3,1,33.74,mild,22.16,low,33.65,low
4,3,2,6.5,2,5,3,5,1,85,2,3,43.32,mild,53.33,moderate,64.53,neutral
5,1,2,6.8,2,4,2,3,1,100,12,4,28.23,mild,27.75,low,34.24,low
3,2,2,7.2,5,3,1,1,3,78,9,5,40.47,mild,40.66,mild,38.17,low
5,3,3,8.8,1,5,4,1,5,92,2,4,48.83,moderate,60.18,moderate,37.34,low
2,4,4,7.3,3,2,4,5,5,33,6,2,62.94,moderate,75.08,high,47.11,neutral
2,3,1,4.3,1,5,3,2,3,120,1,4,67.7,moderate,57.53,moderate,39.15,low
2,3,3,5.8,3,3,3,2,3,10,10,4,46.81,moderate,26.76,low,52.44,neutral
3,1,4,7.1,1,1,1,1,3,80,10,1,44.01,mild,39.55,mild,26.1,low
4,4,4,8.8,1,1,4,5,3,17,10,5,61.64,moderate,85.03,high,36.7,low
5,3,3,9.1,3,5,2,5,4,28,6,1,40.49,mild,74.14,high,51.45,neutral
2,1,3,10.0,1,4,2,2,2,99,2,4,45.89,moderate,44.23,mild,45.16,neutral
2,2,4,7.0,4,1,5,4,3,81,6,4,40.75,mild,34.95,mild,61.78,neutral
5,5,2,8.2,3,5,4,3,4,76,6,5,60.91,moderate,51.39,moderate,57.83,neutral
3,1,3,4.2,3,1,4,1,3,100,4,4,48.27,moderate,48.83,mild,49.38,neutral
2,3,2,7.6,3,2,2,4,5,33,4,1,54.99,moderate,75.66,high,41.39,neutral
5,3,3,4.9,5,4,3,1,4,77,0,5,36.43,mild,42.06,mild,57.9,neutral
3,1,1,6.7,5,1,1,5,4,24,6,2,58.59,moderate,50.43,moderate,27.81,low
5,1,2,11.0,1,5,2,1,5,58,2,3,53.9,moderate,67.89,moderate,42.09,neutral
5,5,1,7.3,4,4,5,2,3,48,10,5,46.72,moderate,43.97,mild,42.39,neutral
5,3,2,5.2,3,5,3,2,2,74,9,2,40.38,mild,21.8,low,60.28,neutral
3,2,3,7.5,4,5,4,2,3,7,7,4,41.83,mild,39.48,mild,62.38,neutral
4,1,3,5.9,4,5,4,3,5,3,2,4,34.21,mild,52.42,moderate,52.68,neutral
5,3,5,5.1,4,2,5,4,5,3,8,3,42.15,mild,68.08,moderate,63.6,neutral
2,4,1,10.6,4,2,1,2,2,32,12,4,67.28,moderate,34.74,mild,31.04,low
1,4,5,8.7,2,2,3,3,3,69,8,4,52.98,moderate,54.84,moderate,40.98,neutral
2,1,2,7.4,5,1,5,5,2,19,10,3,51.01,moderate,55.34,moderate,54.47,neutral
4,4,4,6.1,4,4,1,3,1,119,11,1,34.11,mild,4.42,low,58.76,neutral
3,5,4,6.2,2,1,5,4,2,50,11,4,55.38,moderate,68.25,moderate,63.56,neutral
1,2,5,9.6,2,3,3,2,1,36,2,4,57.4,moderate,36.32,mild,58.93,neutral
3,1,1,7.4,3,3,2,1,2,108,11,2,19.08,low,21.17,low,48.77,neutral
1,5,5,2.5,2,3,4,2,1,21,9,5,61.18,moderate,41.69,mild,71.34,good
3,3,1,11.0,4,3,5,1,2,22,9,2,37.94,mild,18.54,low,59.48,neutral
3,4,5,7.1,3,2,1,5,4,46,2,1,54.29,moderate,49.03,mild,54.44,neutral
4,2,4,7.4,1,1,4,1,5,8,6,1,30.68,mild,52.25,moderate,62.63,neutral
3,2,3,8.8,2,5,5,5,5,82,11,3,40.92,mild,56.25,moderate,54.32,neutral
3,2,2,7.6,5,3,4,1,3,94,11,2,30.67,mild,12.5,low,56.08,neutral
4,2,1,8.1,5,3,3,1,3,42,1,4,38.89,mild,15.96,low,51.18,neutral
4,3,5,6.0,2,3,1,3,5,105,5,4,58.45,moderate,82.18,high,29.87,low
5,1,4,4.6,4,2,3,1,3,0,7,3,11.25,low,27.6,low,49.59,neutral
2,5,5,7.3,1,4,5,1,1,64,1,2,39.09,mild,21.48,low,89.45,good
3,3,4,9.4,5,2,4,4,5,88,3,5,49.97,moderate,80.93,high,61.32,neutral
2,5,5,5.6,4,3,3,1,4,45,7,5,53.21,moderate,55.03,moderate,58.13,neutral
3,3,5,5.5,1,5,2,3,4,114,8,2,45.95,moderate,54.4,moderate,80.33,good
1,2,3,9.0,4,2,5,1,1,52,1,2,28.84,mild,15.55,low,59.94,neutral
3,3,4,6.0,3,4,5,1,3,111,5,5,25.16,mild,41.29,mild,76.96,good
1,1,2,6.1,5,4,2,4,3,79,8,4,46.35,moderate,64.5,moderate,40.63,neutral
3,5,4,6.1,2,1,5,2,5,27,12,3,50.61,moderate,72.71,high,66.75,good
5,4,4,6.7,5,4,2,1,2,100,12,3,34.0,mild,23.44,low,64.25,neutral
5,1,3,4.0,5,5,5,4,2,3,4,4,18.88,low,58.62,moderate,73.72,good
3,3,4,5.8,2,2,5,5,4,22,8,2,55.27,moderate,75.02,high,40.28,neutral
1,3,2,7.2,3,5,4,3,1,94,7,5,43.23,mild,39.86,mild,75.91,good
2,2,4,7.2,4,1,3,2,4,109,2,3,43.94,mild,55.33,moderate,47.06,neutral
1,1,3,8.9,2,1,2,5,1,46,6,1,45.84,moderate,52.66,moderate,40.84,neutral
4,4,2,10.1,5,5,1,2,2,79,1,5,45.17,moderate,19.45,low,50.04,neutral
5,2,5,9.5,1,5,1,4,3,84,1,5,39.73,mild,51.89,moderate,42.34,neutral
3,3,1,8.4,2,4,5,3,1,89,4,5,53.65,moderate,32.99,mild,32.93,low
1,2,4,6.5,3,4,4,4,1,109,3,4,27.35,mild,44.72,mild,65.67,good
1,4,2,5.7,3,2,2,3,3,10,1,2,59.66,moderate,57.21,moderate,33.58,low
5,1,2,6.8,1,3,3,3,4,23,0,3,49.11,moderate,75.24,high,35.8,low
2,2,1,7.9,5,3,5,3,2,111,7,3,43.45,mild,30.61,mild,76.16,good
1,3,1,8.3,2,1,4,2,2,65,0,3,67.68,moderate,48.76,mild,40.91,neutral
1,3,1,7.9,1,3,5,3,4,63,10,1,54.41,moderate,62.59,moderate,47.38,neutral
2,4,5,6.6,3,1,1,1,5,48,0,2,46.6,moderate,55.13,moderate,41.31,neutral
4,1,5,8.2,5,1,1,2,3,43,8,3,20.94,low,36.85,mild,43.24,neutral
5,3,3,9.1,1,1,4,1,3,29,1,3,42.77,mild,38.48,mild,41.27,neutral
2,4,1,8.4,3,1,3,2,5,48,8,2,69.59,moderate,60.23,moderate,22.12,low
4,2,5,6.7,5,1,4,2,1,8,1,4,25.54,mild,25.49,low,73.6,good
1,1,4,5.3,5,5,5,1,5,35,5,5,32.44,mild,56.12,moderate,74.8,good
1,5,3,5.3,1,5,1,2,3,120,8,3,68.31,moderate,57.51,moderate,26.83,low
1,4,5,5.6,4,3,5,4,2,19,2,4,49.54,moderate,46.69,mild,87.14,good
5,4,3,7.3,5,2,1,5,4,88,1,1,45.32,moderate,73.93,high,38.62,low
3,4,2,7.7,4,1,3,4,5,4,8,1,50.08,moderate,66.57,moderate,33.36,low
5,4,4,4.3,4,5,5,4,5,88,8,1,47.94,moderate,67.49,moderate,65.66,good
1,4,3,5.9,4,4,4,4,4,31,5,5,66.89,moderate,59.44,moderate,52.7,neutral
1,3,4,7.2,3,4,2,5,3,84,1,2,42.36,mild,41.77,mild,45.34,neutral
5,1,4,5.2,1,3,4,5,1,60,3,4,30.54,mild,51.76,moderate,44.45,neutral
1,3,5,7.6,4,1,5,1,1,93,2,4,41.71,mild,36.94,mild,78.55,good
1,2,2,6.2,4,4,2,3,5,80,8,1,41.29,mild,49.93,mild,39.75,low
3,4,1,5.5,5,3,5,5,1,67,3,1,49.27,moderate,27.36,low,66.49,good
4,3,3,6.9,5,2,4,5,3,88,4,4,40.17,mild,55.53,moderate,52.12,neutral
2,5,4,7.5,2,2,1,3,3,116,3,4,53.42,moderate,51.99,moderate,37.17,low
3,3,5,5.3,5,1,2,3,4,72,2,3,63.01,moderate,66.65,moderate,55.69,neutral
4,3,2,6.4,1,5,5,1,2,21,10,2,31.66,mild,45.42,mild,64.58,neutral
3,5,4,7.6,5,1,2,3,4,14,6,3,59.82,moderate,52.23,moderate,42.02,neutral
2,3,5,5.4,1,5,5,3,3,66,7,4,33.95,mild,59.1,moderate,78.94,good
1,2,5,3.8,4,5,3,4,5,52,3,1,59.79,moderate,67.82,moderate,60.31,neutral
3,2,5,4.0,4,1,2,3,1,73,1,1,54.76,moderate,34.2,mild,61.34,neutral
5,5,5,6.0,4,4,5,2,4,80,9,2,23.82,low,33.77,mild,72.11,good
4,4,4,4.4,5,1,4,5,4,22,9,1,49.77,moderate,59.83,moderate,57.78,neutral
5,1,2,6.2,3,5,2,2,5,89,0,1,44.16,mild,51.52,moderate,52.13,neutral
1,3,3,9.8,1,3,4,2,3,119,11,3,50.61,moderate,56.13,moderate,53.69,neutral
1,2,4,4.3,4,1,2,3,2,39,11,5,56.39,moderate,34.56,mild,55.72,neutral
3,4,2,6.3,2,4,5,2,3,112,11,4,34.72,mild,42.2,mild,52.57,neutral
1,1,4,10.6,4,4,1,1,5,112,5,2,39.03,mild,40.38,mild,60.02,neutral
3,4,3,7.5,2,5,4,4,1,50,9,3,42.69,mild,41.44,mild,56.71,neutral
5,4,4,6.1,1,3,1,2,4,96,0,3,47.55,moderate,52.7,moderate,32.83,low
2,2,3,6.5,4,5,4,5,2,112,7,2,32.59,mild,34.13,mild,68.29,good
3,1,4,7.6,1,4,5,4,4,103,1,5,25.75,mild,65.21,moderate,63.05,neutral
4,4,1,9.9,2,3,4,3,3,47,11,5,62.57,moderate,66.39,moderate,32.12,low
1,2,4,5.8,4,2,3,3,5,80,12,5,42.56,mild,77.74,high,54.56,neutral
5,5,5,5.4,5,2,5,5,1,71,1,3,51.89,moderate,44.18,mild,81.1,good
2,4,5,4.3,2,4,1,1,1,50,6,4,44.6,mild,38.15,mild,61.2,neutral
5,5,5,7.0,2,4,3,2,5,77,7,4,53.02,moderate,72.01,high,50.91,neutral
4,3,2,4.3,2,1,5,1,2,113,9,4,52.48,moderate,28.9,low,44.92,neutral
1,5,1,6.0,3,3,2,1,1,3,6,1,51.55,moderate,21.99,low,42.25,neutral
4,1,4,5.2,1,1,1,5,5,109,11,5,52.01,moderate,92.76,high,21.45,low
1,2,1,8.7,3,2,3,1,3,44,4,5,50.21,moderate,33.82,mild,28.29,low
3,1,2,5.9,5,4,3,5,5,100,4,4,41.39,mild,64.47,moderate,35.41,low
5,4,4,7.5,1,4,5,4,3,13,9,3,29.07,mild,63.08,moderate,44.19,neutral
5,3,3,3.9,5,1,5,4,4,107,7,3,49.52,moderate,77.0,high,63.22,neutral
5,2,4,7.0,3,4,2,4,3,54,1,2,27.5,mild,34.78,mild,61.55,neutral
3,2,4,4.6,4,1,4,1,3,110,8,1,35.53,mild,42.72,mild,48.17,neutral
3,4,1,6.0,4,1,1,1,3,51,3,5,70.28,elevated,62.36,moderate,24.61,low
2,1,4,10.8,5,5,1,2,2,90,10,2,36.91,mild,38.34,mild,63.23,neutral
5,3,3,8.5,4,1,4,4,4,72,10,2,37.25,mild,29.7,low,58.74,neutral
3,4,3,6.6,5,2,4,2,3,24,5,3,53.48,moderate,56.71,moderate,59.82,neutral
4,2,3,11.0,2,1,5,1,1,30,11,4,43.35,mild,46.37,mild,61.11,neutral
2,2,3,5.2,2,3,4,4,2,65,12,2,38.96,mild,28.32,low,50.1,neutral
4,2,3,8.9,4,3,1,4,3,58,9,2,37.0,mild,40.6,mild,37.0,low
2,3,2,4.0,1,5,4,3,5,74,7,2,66.03,moderate,79.04,high,51.14,neutral
4,2,2,6.4,1,5,3,3,3,97,12,2,45.42,moderate,50.7,moderate,53.13,neutral
1,2,1,4.4,2,4,2,4,3,93,11,1,45.62,moderate,47.85,mild,22.35,low
1,3,2,7.3,2,3,2,4,1,7,6,2,45.5,moderate,37.95,mild,47.89,neutral
2,1,2,6.9,1,1,5,2,2,59,1,3,47.55,moderate,52.48,moderate,35.7,low
3,3,3,6.2,4,5,1,1,2,17,7,3,29.19,mild,14.1,low,37.84,low
4,1,5,8.8,3,3,3,5,3,62,6,2,38.28,mild,55.67,moderate,60.34,neutral
2,1,1,5.8,2,2,1,1,5,64,4,5,73.96,elevated,74.09,high,18.81,low
1,2,2,7.4,2,3,4,3,5,120,2,2,55.36,moderate,57.37,moderate,29.37,low
2,2,1,8.3,5,2,1,5,2,46,9,5,46.39,moderate,38.21,mild,11.39,low
3,1,5,4.1,5,2,5,3,4,54,11,4,35.72,mild,51.81,moderate,70.04,good
3,5,4,5.5,1,3,5,5,5,61,7,4,71.97,elevated,79.06,high,44.47,neutral
4,2,2,6.9,4,4,5,3,2,15,3,2,30.47,mild,24.12,low,77.21,good
2,5,3,7.9,2,1,2,4,3,7,0,5,74.81,elevated,51.66,moderate,28.85,low
4,5,4,9.4,2,5,4,3,3,85,9,3,40.33,mild,49.5,mild,71.13,good
4,5,5,6.4,3,1,1,2,1,36,2,3,43.31,mild,40.26,mild,52.43,neutral
4,5,3,6.2,5,1,2,5,3,43,0,2,64.79,moderate,47.51,mild,55.3,neutral
3,1,2,5.2,3,4,1,3,1,120,2,3,34.31,mild,25.22,low,34.37,low
5,2,4,7.4,5,1,1,3,2,30,2,4,13.68,low,36.99,mild,46.3,neutral
2,4,4,6.3,5,4,2,4,1,109,4,5,44.17,mild,23.43,low,50.7,neutral
4,3,4,6.3,4,4,3,5,4,76,4,5,47.88,moderate,73.99,high,61.99,neutral
1,1,1,6.6,4,3,5,5,5,32,2,1,56.87,moderate,57.6,moderate,55.41,neutral
1,3,4,7.8,4,3,1,2,2,115,10,1,55.58,moderate,19.3,low,62.98,neutral
5,5,1,5.8,2,5,3,2,1,75,10,5,49.21,moderate,23.65,low,44.25,neutral
3,5,5,5.4,5,4,4,2,3,37,3,5,51.09,moderate,47.3,mild,67.08,good
4,2,5,7.6,5,4,2,2,1,54,4,1,19.14,low,6.6,low,77.31,good
4,2,3,2.5,4,1,4,2,3,45,10,5,49.08,moderate,73.44,high,45.83,neutral
4,2,4,5.7,4,3,3,3,3,102,12,4,34.76,mild,50.88,moderate,66.38,good
2,2,1,4.7,5,1,3,1,3,56,10,5,54.81,moderate,53.4,moderate,35.59,low
1,2,5,9.0,1,2,1,3,3,4,7,1,45.89,moderate,51.75,moderate,38.67,low
1,2,2,6.0,1,4,1,5,3,83,12,5,78.17,elevated,61.18,moderate,39.89,low
5,3,2,5.8,5,3,5,3,1,91,9,2,9.9,low,22.22,low,75.39,good
2,1,4,6.7,3,5,5,1,4,47,8,3,31.84,mild,32.31,mild,84.36,good
3,2,5,5.7,4,5,3,2,4,111,0,2,34.96,mild,21.21,low,70.4,good
3,2,3,6.1,3,1,3,2,1,51,8,1,39.33,mild,37.11,mild,42.95,neutral
1,1,3,7.0,3,5,3,3,3,31,3,4,30.3,mild,43.68,mild,64.78,neutral
3,5,3,6.0,1,5,3,2,2,84,7,1,35.16,mild,25.86,low,68.19,good
1,4,2,6.0,2,1,4,2,2,15,7,3,64.63,moderate,48.55,mild,31.71,low
1,5,3,5.0,1,2,3,4,4,119,1,1,83.43,elevated,70.37,high,32.36,low
1,3,5,4.7,3,5,1,1,3,82,5,5,51.68,moderate,51.67,moderate,52.69,neutral
5,1,2,6.9,1,1,1,5,5,38,6,3,59.48,moderate,91.96,high,12.6,low
3,5,4,7.4,5,1,5,2,3,9,0,1,40.61,mild,32.27,mild,80.69,good
5,3,4,4.2,2,3,4,5,1,70,11,5,45.49,moderate,62.11,moderate,53.8,neutral
3,4,5,8.2,4,5,1,1,4,70,12,4,52.11,moderate,36.42,mild,59.78,neutral
2,2,4,8.2,1,2,1,2,1,96,0,1,40.2,mild,33.4,mild,27.1,low
4,3,5,8.6,1,4,2,2,2,34,1,2,46.83,moderate,47.99,mild,50.62,neutral
5,3,4,7.3,3,4,3,3,5,25,1,3,26.97,mild,48.84,mild,67.06,good
3,2,5,7.9,4,1,3,1,5,49,5,4,34.93,mild,48.44,mild,60.19,neutral
1,3,4,10.7,5,2,1,2,1,99,7,5,55.73,moderate,26.41,low,61.16,neutral
2,4,5,6.3,3,4,1,5,5,109,3,5,77.79,elevated,74.68,high,41.33,neutral
5,1,5,4.9,4,3,2,5,5,42,11,1,34.89,mild,79.03,high,52.82,neutral
3,1,5,4.0,4,2,3,3,5,5,4,3,35.61,mild,54.49,moderate,57.9,neutral
5,5,3,10.0,4,2,2,1,5,13,3,1,69.7,moderate,49.18,mild,48.34,neutral
3,3,4,10.0,4,3,3,2,1,65,7,2,35.05,mild,17.49,low,79.26,good
1,5,5,5.1,1,5,1,5,1,3,11,2,66.3,moderate,60.07,moderate,48.37,neutral
5,4,2,5.5,3,3,5,5,4,87,3,2,47.92,moderate,74.01,high,48.9,neutral
4,4,1,6.2,5,5,5,5,1,4,4,2,40.88,mild,28.96,low,60.4,neutral
